SummaryLevel,State,StateFIPS,GEOID,AreaName,B15001_001,B15001_002,B15001_003,B15001_004,B15001_005,B15001_006,B15001_007,B15001_008,B15001_009,B15001_010,B15001_011,B15001_012,B15001_013,B15001_014,B15001_015,B15001_016,B15001_017,B15001_018,B15001_019,B15001_020,B15001_021,B15001_022,B15001_023,B15001_024,B15001_025,B15001_026,B15001_027,B15001_028,B15001_029,B15001_030,B15001_031,B15001_032,B15001_033,B15001_034,B15001_035,B15001_036,B15001_037,B15001_038,B15001_039,B15001_040,B15001_041,B15001_042,B15001_043,B15001_044,B15001_045,B15001_046,B15001_047,B15001_048,B15001_049,B15001_050,B15001_051,B15001_052,B15001_053,B15001_054,B15001_055,B15001_056,B15001_057,B15001_058,B15001_059,B15001_060,B15001_061,B15001_062,B15001_063,B15001_064,B15001_065,B15001_066,B15001_067,B15001_068,B15001_069,B15001_070,B15001_071,B15001_072,B15001_073,B15001_074,B15001_075,B15001_076,B15001_077,B15001_078,B15001_079,B15001_080,B15001_081,B15001_082,B15001_083,B15002_001,B15002_002,B15002_003,B15002_004,B15002_005,B15002_006,B15002_007,B15002_008,B15002_009,B15002_010,B15002_011,B15002_012,B15002_013,B15002_014,B15002_015,B15002_016,B15002_017,B15002_018,B15002_019,B15002_020,B15002_021,B15002_022,B15002_023,B15002_024,B15002_025,B15002_026,B15002_027,B15002_028,B15002_029,B15002_030,B15002_031,B15002_032,B15002_033,B15002_034,B15002_035,B15003_001,B15003_002,B15003_003,B15003_004,B15003_005,B15003_006,B15003_007,B15003_008,B15003_009,B15003_010,B15003_011,B15003_012,B15003_013,B15003_014,B15003_015,B15003_016,B15003_017,B15003_018,B15003_019,B15003_020,B15003_021,B15003_022,B15003_023,B15003_024,B15003_025,C15002A_001,C15002A_002,C15002A_003,C15002A_004,C15002A_005,C15002A_006,C15002A_007,C15002A_008,C15002A_009,C15002A_010,C15002A_011,C15002B_001,C15002B_002,C15002B_003,C15002B_004,C15002B_005,C15002B_006,C15002B_007,C15002B_008,C15002B_009,C15002B_010,C15002B_011,C15002C_001,C15002C_002,C15002C_003,C15002C_004,C15002C_005,C15002C_006,C15002C_007,C15002C_008,C15002C_009,C15002C_010,C15002C_011,C15002D_001,C15002D_002,C15002D_003,C15002D_004,C15002D_005,C15002D_006,C15002D_007,C15002D_008,C15002D_009,C15002D_010,C15002D_011,C15002E_001,C15002E_002,C15002E_003,C15002E_004,C15002E_005,C15002E_006,C15002E_007,C15002E_008,C15002E_009,C15002E_010,C15002E_011,C15002F_001,C15002F_002,C15002F_003,C15002F_004,C15002F_005,C15002F_006,C15002F_007,C15002F_008,C15002F_009,C15002F_010,C15002F_011,C15002G_001,C15002G_002,C15002G_003,C15002G_004,C15002G_005,C15002G_006,C15002G_007,C15002G_008,C15002G_009,C15002G_010,C15002G_011,C15002H_001,C15002H_002,C15002H_003,C15002H_004,C15002H_005,C15002H_006,C15002H_007,C15002H_008,C15002H_009,C15002H_010,C15002H_011,C15002I_001,C15002I_002,C15002I_003,C15002I_004,C15002I_005,C15002I_006,C15002I_007,C15002I_008,C15002I_009,C15002I_010,C15002I_011,B15011_001,B15011_002,B15011_003,B15011_004,B15011_005,B15011_006,B15011_007,B15011_008,B15011_009,B15011_010,B15011_011,B15011_012,B15011_013,B15011_014,B15011_015,B15011_016,B15011_017,B15011_018,B15011_019,B15011_020,B15011_021,B15011_022,B15011_023,B15011_024,B15011_025,B15011_026,B15011_027,B15011_028,B15011_029,B15011_030,B15011_031,B15011_032,B15011_033,B15011_034,B15011_035,B15011_036,B15011_037,B15011_038,B15011_039,B15012_001,B15012_002,B15012_003,B15012_004,B15012_005,B15012_006,B15012_007,B15012_008,B15012_009,B15012_010,B15012_011,B15012_012,B15012_013,B15012_014,B15012_015,B15012_016,C15010_001,C15010_002,C15010_003,C15010_004,C15010_005,C15010_006,C15010A_001,C15010A_002,C15010A_003,C15010A_004,C15010A_005,C15010A_006,C15010B_001,C15010B_002,C15010B_003,C15010B_004,C15010B_005,C15010B_006,C15010C_001,C15010C_002,C15010C_003,C15010C_004,C15010C_005,C15010C_006,C15010D_001,C15010D_002,C15010D_003,C15010D_004,C15010D_005,C15010D_006,C15010E_001,C15010E_002,C15010E_003,C15010E_004,C15010E_005,C15010E_006,C15010F_001,C15010F_002,C15010F_003,C15010F_004,C15010F_005,C15010F_006,C15010G_001,C15010G_002,C15010G_003,C15010G_004,C15010G_005,C15010G_006,C15010H_001,C15010H_002,C15010H_003,C15010H_004,C15010H_005,C15010H_006,C15010I_001,C15010I_002,C15010I_003,C15010I_004,C15010I_005,C15010I_006
40,RI,44,04000US44,Rhode Island,838642,400161,58773,664,6850,17501,24862,2431,5999,466,68368,2540,5416,19122,14847,4255,15857,6331,62867,3279,4399,17423,12371,5367,12094,7934,141625,7529,10711,40916,24104,12045,27310,19010,68528,7498,7570,17813,9612,3527,11281,11227,438481,59228,417,4780,15368,27505,2778,7761,619,67277,1666,3848,13209,15821,6038,17899,8796,65232,2519,3463,14294,13359,6705,14977,9915,152983,7560,8348,40007,29454,18095,28830,20689,93761,10954,12447,34204,13461,5028,9257,8410,720641,341388,5060,3951,3942,7893,6395,8162,7696,5843,95274,18050,42884,25194,66542,28217,8939,7346,379253,6163,4666,4309,7561,7624,7895,7684,4903,101714,20713,51382,35866,70963,36809,6307,4694,720641,11223,68,93,714,1410,2396,3936,2476,5775,4180,11274,14019,16057,15380,10746,165067,31921,38763,94266,61060,137505,65026,15246,12040,609885,287379,34397,80954,72829,99199,322506,35602,87268,92867,106769,39387,19126,4145,5317,6010,3654,20261,4208,5535,6647,3871,3300,1677,357,648,390,282,1623,250,655,582,136,20688,9610,1950,1529,1329,4802,11078,2631,2022,2027,4398,158,59,14,0,9,36,99,20,14,65,0,35241,17510,6965,5313,3687,1545,17731,7068,4605,4140,1918,11982,6027,1114,1513,1874,1526,5955,1026,1615,1633,1681,574523,270734,29450,75602,69188,96494,303789,30471,81898,87853,103567,75117,36335,13012,11141,7636,4546,38782,13005,10527,10032,5218,229817,111044,31965,13688,1423,6262,1482,9110,56571,22895,3077,13600,3518,13481,22508,9045,943,5310,2375,4835,118773,38622,12309,4244,6592,4730,10747,62484,15651,9110,9904,11649,16170,17667,3649,2545,878,5312,5283,249090,9358,14633,7713,13822,21906,15651,1617,22849,44090,31086,14176,14939,13687,8122,15441,229817,77237,21342,42546,29066,59626,205968,66855,19360,37760,27492,54501,7525,2884,571,1598,548,1924,418,175,34,85,44,80,9200,5061,813,1598,339,1389,36,0,16,0,20,0,3463,924,260,1014,394,871,3207,1338,288,491,229,861,200061,64875,18803,36318,26868,53197,9764,3026,832,2521,956,2429
40,SC,45,04000US45,South Carolina,3695743,1771891,249701,4515,39684,84286,96189,8923,15248,856,304510,11017,34418,93098,70440,23318,54820,17399,291473,11228,28539,89856,62711,24692,50072,24375,606151,27496,62608,193586,118054,52382,98408,53617,320056,32800,32373,86779,54562,19173,52348,42021,1923852,236035,2019,27961,66778,106131,9543,22100,1503,310179,8003,24340,66509,80145,33425,66229,31528,303473,7873,19826,72528,70149,37182,60082,35833,667442,20321,51125,207168,144819,73174,105369,65466,406723,39957,51406,146134,73328,23925,43021,28952,3210007,1522190,19254,10466,18858,33963,34819,46792,45064,31263,463319,87052,218715,119565,255648,90332,27273,19807,1687817,17799,7287,16233,34835,29979,44549,45513,26656,492339,106734,261707,167706,274701,131052,17817,12910,3210007,37053,512,410,1426,2532,7285,5588,8857,26234,22981,45817,64798,91341,90577,57919,813461,142197,193786,480422,287271,530349,221384,45090,32717,2262467,1091232,138645,302073,315967,334547,1171235,125547,333069,371453,341166,819589,366556,82768,145260,95511,43017,453033,82504,144516,147285,78728,9714,4700,1384,1476,1188,652,5014,1174,1390,1850,600,44595,19881,2775,3607,4082,9417,24714,4799,5052,5213,9650,1236,596,78,177,244,97,640,67,145,338,90,40537,24540,12184,6561,4039,1756,15997,6451,4572,3073,1901,31869,14685,2645,4165,4301,3574,17184,2309,3595,6935,4345,2178494,1045808,121741,289634,307014,327419,1132686,113884,322231,362315,334256,132671,73927,30134,20268,14127,9398,58744,19024,16504,13618,9598,829540,393060,107802,43489,5256,27176,5024,26857,190889,77235,9854,55915,12740,35145,94369,39220,4999,24150,9178,16822,436480,143783,42830,15694,26234,22906,36119,220724,49635,28055,46115,52717,44202,71973,12500,7791,6550,28935,16197,882142,29842,51322,30772,42933,62416,61319,6187,76806,193372,135697,36943,48614,28761,27846,49312,829540,264909,71649,186140,131500,175342,675713,216114,59091,149396,107595,143517,121745,34374,9368,30369,21377,26257,1252,371,165,329,97,290,19067,9703,1970,3406,1290,2698,187,40,13,17,16,101,3657,1226,295,1164,323,649,7919,3081,747,1459,802,1830,661675,210757,57727,145585,106400,141206,18996,6641,1929,5138,1692,3596
40,SD,46,04000US46,South Dakota,635524,316910,43927,1028,6621,14185,16376,2842,2760,115,57264,1242,3950,16969,12413,7940,11591,3159,49205,1219,2554,14591,11193,5982,9605,4061,110017,3024,5418,39423,23536,11326,18907,8383,56497,6099,3800,20336,9680,2080,8300,6202,318614,40558,552,4807,10478,18216,2749,3647,109,53467,1203,2551,10768,12468,7512,14376,4589,46578,1040,1696,9604,10538,6776,11729,5195,108895,2056,3717,32298,26214,14128,21820,8662,69116,5557,4787,28533,14725,3292,8400,3822,551039,272983,1419,573,1263,8329,3207,4215,4794,3506,91319,16010,40812,27328,48403,13311,4594,3900,278056,1675,743,858,6580,2347,3767,4016,2621,81203,18003,45942,31708,56325,17551,2491,2226,551039,3094,42,25,143,129,417,560,700,1421,959,13950,5554,7982,8810,6127,148025,24497,34013,86754,59036,104728,30862,7085,6126,490382,242290,20196,81167,75084,65843,248092,16017,73541,85184,73350,6706,4295,914,1157,1351,873,2411,628,618,659,506,35534,17056,3838,6525,5368,1325,18478,3819,4894,7388,2377,5807,2711,759,344,379,1229,3096,849,498,448,1301,189,51,11,5,29,6,138,0,79,35,24,4207,2509,948,811,546,204,1698,618,595,281,204,8214,4071,640,1310,1393,728,4143,676,978,1658,831,483070,238321,19057,79857,74253,65154,244749,15011,72823,84222,72693,12956,7288,2257,2463,1572,996,5668,1731,1462,1484,991,148801,70208,21503,9146,1641,4691,1812,4213,34203,13136,2529,8829,4151,5558,14502,5628,835,2590,3443,2006,78593,27580,6777,4709,4769,5043,6282,38791,7253,6380,6627,11330,7201,12222,1445,2021,632,5866,2258,163391,5192,13439,4631,6855,11028,7031,753,19732,29426,33283,4913,6932,4728,4345,11103,148801,43385,18115,28138,31645,27518,139193,40381,16661,26362,30311,25478,1379,289,183,406,118,383,3702,761,498,702,836,905,2530,1219,444,358,173,336,30,12,0,6,0,12,408,177,59,48,58,66,1559,546,270,256,149,338,137847,39767,16522,26069,30155,25334,1987,809,274,406,235,263
40,TN,47,04000US47,Tennessee,5006729,2406183,316411,5482,40550,124374,115062,10012,19903,1028,419923,14639,37363,140878,96771,24613,77713,27946,416812,16588,37751,142864,86466,25404,69078,38661,837689,43438,79018,295173,166828,50484,128128,74620,415348,51699,45016,127160,74822,15998,55314,45339,2600546,310282,3878,29104,99120,131297,12863,31495,2525,429095,10188,27969,111076,102657,35541,96212,45452,426698,11840,27987,116475,94886,39954,85541,50015,899494,32915,67239,305325,199767,75996,137505,80747,534977,65521,66967,206515,96476,19493,47021,32984,4380036,2089772,25959,14715,24072,61618,40370,57399,63424,37955,706075,125147,299740,116499,330233,114641,41091,30834,2290264,24199,11186,19361,65718,38823,54673,62131,34535,739391,151355,342431,170984,366279,160009,28444,20745,4380036,50158,494,731,1696,4037,10265,8678,11373,32060,28537,98799,79193,112072,125555,72490,1176200,269266,276502,642171,287483,696512,274650,69535,51579,3535633,1699354,246344,570016,439028,443966,1836279,234697,609319,519141,473122,661656,299792,54832,114852,84417,45691,361864,54816,108476,123385,75187,12306,6026,1391,1553,1702,1380,6280,1446,1520,2275,1039,67769,30298,3895,4726,4928,16749,37471,5969,7056,6909,17537,1967,951,138,298,356,159,1016,153,272,497,94,50520,28819,14596,7875,3302,3046,21701,9557,6276,3405,2463,50185,24532,4316,6755,7653,5808,25653,3988,6472,9158,6035,3433886,1643650,224532,553224,429656,436238,1790236,219500,597089,508545,465102,159118,87697,37616,25773,13710,10598,71421,26071,19310,15265,10775,1092276,516799,157976,59230,8202,41063,8648,40833,258170,98681,15801,73812,18764,51112,100653,42822,6444,23733,11766,15888,575477,208127,57359,27541,37964,32463,52800,287345,57267,41344,64459,64695,59580,80005,11743,8723,6782,35003,17754,1172588,37786,76818,38991,53446,67871,74404,7488,116859,256857,177567,47841,59213,40559,47166,69722,1092276,327102,108055,247813,171339,237967,917088,266822,90839,207614,147527,204286,120878,34848,10999,30372,19766,24893,2419,690,227,672,308,522,34286,18038,4419,5632,1819,4378,253,127,8,15,13,90,5509,2159,509,1208,419,1214,11843,4418,1054,2300,1487,2584,901340,261239,89486,204281,145755,200579,21373,7328,1813,4588,2431,5213
40,TX,48,04000US48,Texas,19479604,9568202,1401160,39683,230689,466658,530907,48076,78793,6354,1944076,117343,201552,542996,472962,129424,349726,130073,1795464,154802,187231,443221,389330,120148,323815,176917,3116345,300776,270195,796232,661174,201977,559998,325993,1311157,183241,105227,298358,267829,59543,227494,169465,9911402,1313301,22073,171421,366695,566940,61384,115230,9558,1896274,82270,160721,412434,490007,144987,438530,167325,1806998,137243,162117,386255,406548,142880,378524,193431,3237754,294753,251133,826660,739891,248310,587462,289545,1657075,253885,165408,514161,346917,71786,188833,116085,16765143,8167042,155642,130854,277357,192309,232514,178357,206508,146826,2080807,482765,1308530,511092,1461033,536563,154708,111177,8598101,170028,132503,273538,192082,224278,175928,198470,140703,2139510,568996,1414367,607963,1593349,598004,101638,66744,16765143,325670,3125,4169,22199,53150,109625,71089,105797,445098,130753,253638,456792,354285,404978,287529,3456053,764264,1051761,2722897,1119055,3054382,1134567,256346,177921,12810352,6259612,1121503,1571320,1781580,1785209,6550740,1109804,1650769,1973914,1816253,1934324,904816,122781,295705,310990,175340,1029508,121244,272189,390797,245278,78833,40186,9622,11054,12387,7123,38647,8337,10317,12569,7424,753787,357546,38669,41702,60586,216589,396241,60088,60964,69360,205829,12986,6159,662,2063,2530,904,6827,760,2070,2816,1181,903207,468054,206420,130996,90518,40120,435153,186227,114484,90501,43941,271654,130669,20710,27967,43796,38196,140985,21070,28717,51369,39829,8320573,4054254,282382,966807,1293128,1511937,4266319,293508,1066995,1418661,1487155,5545721,2749976,1069471,755489,600654,324362,2795745,1023121,715922,670115,386587,4623216,2263481,727531,325034,39243,184860,23078,155316,1138991,498505,70490,314042,66340,189614,396959,173037,20698,104151,43572,55501,2359735,895508,274207,95711,187732,115180,222678,1159309,267014,144276,256868,252759,238392,304918,45297,34165,30289,127370,67797,4928035,233279,291550,183573,196470,302836,448936,48052,433338,1111480,653680,184787,219023,157300,183877,279854,4623216,1583094,404583,1077942,628299,929298,3601462,1171089,292152,839838,539409,758974,420618,125367,44916,111076,53079,86180,14547,4639,1200,3554,1946,3208,422418,222275,51770,83673,16978,47722,2085,658,224,535,201,467,84061,28345,7623,23196,9854,15043,78025,30721,6698,16070,6832,17704,2999092,981464,242164,693654,443680,638130,710949,226415,59417,174599,108037,142481
40,UT,49,04000US49,Utah,2005861,998354,167308,1788,22250,55145,71515,10311,5904,395,224323,4521,15806,52765,63886,21560,48880,16905,190952,7122,12124,43569,45307,16376,40742,25712,285951,9310,15762,63320,75965,23879,56956,40759,129820,4255,7452,26919,33452,7795,25844,24103,1007507,164355,1548,16310,41952,72316,16946,14880,403,217122,4414,11949,44148,60217,27186,54836,14372,182893,6603,9157,37716,48773,22826,42744,15074,290162,8568,14221,69460,86319,31221,54201,26172,152975,5199,10370,50229,44008,9432,23257,10480,1674198,831046,6428,3499,9228,6053,9159,10058,16129,15798,186573,60005,158605,69610,172422,70643,20265,16571,843152,6515,3351,9053,5865,8065,9404,14313,13915,201553,73800,165517,90665,175038,52246,7406,6446,1674198,12943,114,302,520,1598,2626,1690,2808,15473,3738,8180,17224,19462,30442,29713,340490,47636,133805,324122,160275,347460,122889,27671,23017,1498573,742071,54318,163607,264072,260074,756502,49065,179426,306496,221515,16102,9519,1108,2573,3681,2157,6583,1043,1195,2868,1477,17489,8190,1843,2653,2649,1045,9299,1890,2985,3385,1039,41393,18245,2256,2850,4098,9041,23148,3820,4641,4551,10136,12834,6811,735,2482,2605,989,6023,715,2359,2111,838,65059,34145,14754,9522,6530,3339,30914,12794,8876,6395,2849,22748,12065,1338,2886,4585,3256,10683,1154,2071,4176,3282,1383583,683331,35871,147352,247919,252189,700252,32815,163341,291233,212863,188025,97079,34026,27020,24434,11599,90946,30088,25736,23017,12105,521037,279901,101195,41423,6627,26149,3655,23341,128759,54123,8856,33051,7277,25452,49947,22194,2882,9693,7085,8093,241136,100427,25014,13362,12354,16983,32714,106972,24209,14502,14480,26588,27193,33737,4028,3665,1648,16211,8185,560195,25693,33286,15900,24772,44268,36640,5363,54469,101481,82213,27891,19666,22165,23418,42970,521037,170991,49894,97375,77799,124978,481589,154975,45731,89908,74344,116631,3634,1459,295,764,231,885,2084,700,175,287,336,586,19177,9326,2005,3502,1294,3050,1827,625,135,332,189,546,6188,1838,720,1635,651,1344,6538,2068,833,947,754,1936,465052,149180,44125,86555,72316,112876,23704,7888,2380,5148,2811,5477
40,VT,50,04000US50,Vermont,503333,245151,34334,274,3245,10611,15543,905,3685,71,35570,519,2640,12189,6061,2493,8739,2929,36287,671,2317,11236,6483,3021,8346,4213,92638,1827,5388,32849,15563,7232,17323,12456,46322,3840,3330,13803,6433,2587,7480,8849,258182,32342,184,2480,8064,16096,1287,3938,293,35709,407,1359,7871,7114,3035,11233,4690,37054,223,1099,7968,7322,3976,10230,6236,97126,1452,3291,26317,17905,10511,21868,15782,55951,3598,3824,19037,9122,3726,9486,7158,436657,210817,1336,346,758,4417,2413,3930,4252,3080,70077,10180,24360,15333,41888,18002,5964,4481,225840,1036,383,467,3794,2232,2634,2929,1778,61193,12674,28789,21248,52817,26182,4358,3326,436657,2372,39,63,130,156,113,228,409,816,1036,7175,4645,6564,7181,4858,115563,15707,22854,53149,36581,94705,44184,10322,7807,419773,202794,18790,68375,48090,67539,216979,13829,59723,60061,83366,3423,1941,315,409,496,721,1482,262,139,564,517,1394,643,229,143,193,78,751,124,159,312,156,5436,2341,568,322,354,1097,3095,664,498,614,1319,127,67,7,25,0,35,60,2,1,34,23,1105,521,129,103,148,141,584,81,105,142,256,5399,2510,494,700,592,724,2889,291,568,984,1046,415492,200591,18490,67921,47578,66602,214901,13687,59350,59358,82506,5536,2747,466,544,678,1059,2789,268,445,991,1085,157018,70335,17504,7945,809,2717,514,5519,36502,16746,1570,5816,2937,9433,16329,7815,730,1933,1616,4235,86683,23851,8568,2017,2918,3113,7235,46188,13542,4861,4772,9505,13508,16644,3284,2029,935,4762,5634,171298,5562,14667,5885,11237,15987,9038,1323,13204,19931,23699,14485,12741,10655,4497,8387,157018,57900,12016,19091,22447,45564,150905,55238,11635,18178,22009,43845,1238,421,79,242,50,446,234,81,17,21,37,78,2416,1328,218,319,108,443,58,41,0,0,0,17,397,187,4,80,23,103,1770,604,63,251,220,632,149108,54384,11489,17945,21861,43429,2144,1039,153,327,156,469
40,VA,51,04000US51,Virginia,6391962,3107836,424117,6098,45530,145236,169931,15724,39095,2503,583218,19305,35918,151364,133242,39514,138339,65536,542964,20803,35421,135919,101543,36661,119310,93307,1074564,45291,82919,280599,203701,68418,208290,185346,482973,50960,43937,117134,79013,21094,77388,93447,3284126,401472,3799,35043,106118,178095,20885,52209,5323,570856,13354,26140,103221,125032,50159,160951,91999,552046,16146,25412,104316,109269,52368,139131,105404,1141064,38707,65595,285391,241125,103671,241960,164615,618688,60866,68160,203807,116936,31725,81988,55206,5566373,2683719,32548,14297,31326,58188,42243,57502,58830,39620,685016,152203,365296,165687,543327,300772,78967,57897,2882654,33574,13813,27308,54378,36983,53568,55388,39368,696735,181648,410714,237923,624030,324014,56254,36956,5566373,66122,733,698,2497,4886,9482,9814,16882,41752,40620,71946,79226,111070,114218,78988,1162016,219735,333851,776010,403610,1167357,624786,135221,94853,3983971,1943283,210228,481845,488245,762965,2040688,185732,497861,581643,775452,1015897,471143,84927,156778,139385,90053,544754,82975,147407,184091,130281,14867,7527,1249,2057,2709,1512,7340,1046,1629,2745,1920,337688,153006,11575,17866,25479,98086,184682,22356,27863,32373,102090,3428,1449,88,275,550,536,1979,107,580,706,586,106242,56580,20326,16050,10901,9303,49662,16853,12231,11568,9010,104280,50731,6161,10145,15917,18508,53549,5311,9164,17159,21915,3723826,1808589,170693,447644,458878,731374,1915237,153504,468812,551221,741700,396393,206160,63118,53830,44922,44290,190233,51438,44387,47419,46989,2022217,980963,305788,153628,12914,61060,8590,69596,504340,248701,21426,111760,22943,99510,170835,84246,6537,34468,12972,32612,1041254,374107,142651,34957,64811,31190,100498,529953,158425,58465,101762,81713,129588,137194,29287,14508,10643,44770,37986,2185674,131246,121323,76693,110813,245029,180614,20251,161330,400174,212952,120614,135057,77863,72754,118961,2022217,816938,148807,384504,202178,469790,1538417,605377,110119,279248,164091,379582,220334,74980,18059,54990,25463,46842,3432,1162,226,517,399,1128,200176,108467,16484,37819,8530,28876,1122,486,64,225,87,260,18313,7990,1118,4215,1067,3923,40423,18476,2737,7490,2541,9179,1473074,577794,106244,263622,159026,366388,91279,38229,5447,21967,6900,18736
40,WA,53,04000US53,Washington,5388888,2670389,346578,6257,53976,116003,121548,21268,25701,1825,513485,17926,37825,130259,123467,47245,113268,43495,464391,22002,28830,104046,105332,45902,101100,57179,916637,34026,48174,214732,225097,90219,187109,117280,429298,21097,24427,99977,97549,27205,86401,72642,2718499,320872,3972,37227,86480,127211,26478,37518,1986,487644,13877,25898,96346,120574,54300,124320,52329,451669,18128,21822,83849,103793,53072,106946,64059,939296,33021,39303,209395,248732,107980,189811,111054,519018,29503,35732,159235,134919,34492,77698,47439,4721438,2323811,24466,14528,27362,28695,24039,31541,41314,42362,549014,167188,384257,210571,487878,192527,56234,41835,2397627,28197,14238,25623,26471,22647,29131,34656,36321,548825,193687,414331,249844,498775,208961,40579,25341,4721438,52663,619,1089,2515,5544,10993,8006,11314,41671,13063,42103,46686,60672,75970,78683,910601,187238,360875,798588,460415,986653,401488,96813,67176,3824994,1885640,157460,451837,632716,643627,1939354,136303,450733,720427,631891,158920,87515,9213,23374,35788,19140,71405,9265,17747,30117,14276,56884,27300,5423,8795,10166,2916,29584,4818,8199,12448,4119,375212,166501,18995,24611,37623,85272,208711,32830,36672,45626,93583,25185,12446,1295,5218,4307,1626,12739,1778,5160,4601,1200,136129,74101,34807,18202,14452,6640,62028,26407,16055,13295,6271,144114,70308,7114,16977,26964,19253,73806,5883,14259,31348,22316,3585248,1762286,112361,420923,603415,625587,1822962,98148,424088,689068,611658,405779,212706,83379,53356,49271,26700,193073,67790,46226,50066,28991,1552130,778474,234742,121439,11480,42138,7160,52525,384689,189566,21809,74401,21185,77728,159043,77131,8593,28654,17229,27436,773656,262426,100139,25144,38870,23252,75021,386093,113406,49589,60240,58439,104419,125137,25854,17510,9375,38970,33428,1692801,89267,118237,62015,87053,161992,151671,16621,146479,266933,177840,91190,97491,74864,65954,85194,1552130,627535,134125,253678,166235,370557,1275518,494817,108817,204308,149261,318315,33416,12028,3268,7063,2829,8228,7035,2471,451,1151,1019,1943,178855,93951,17347,31824,8025,27708,2826,1021,146,713,232,714,12911,5115,1184,2072,1359,3181,41569,18132,2912,6547,3510,10468,1237245,478785,105746,197659,146151,308904,55691,23023,4367,9647,4910,13744
40,WV,54,04000US54,West Virginia,1469047,718083,87721,1060,11608,36188,31419,2395,4742,309,110994,1557,9458,44762,23938,7000,16586,7693,116426,3225,10204,50195,22451,7735,14867,7749,260580,12759,27673,116083,44285,12690,28610,18480,142362,18499,18203,55418,21357,4354,12911,11620,750964,83208,981,9763,25563,34638,3738,7737,788,107376,1399,7578,31072,26500,11342,19715,9770,114772,2210,7464,37078,25591,13640,18548,10241,268664,9277,22774,112839,48981,22589,30329,21875,176944,19124,23950,81108,26875,6208,10811,8868,1298118,630362,5838,2449,5872,21881,16685,19718,20370,8765,266458,33897,78134,31779,72974,28459,10603,6480,667756,5233,1772,3829,21176,14622,21214,18745,7185,262097,41662,86285,53779,79403,40702,6073,3979,1298118,11071,132,176,468,724,1373,1348,2516,7185,10940,32117,31307,40932,39115,15950,442151,86404,75559,164419,85558,152377,69161,16676,10459,1229622,594681,96537,254032,132951,111161,634941,89127,251502,171766,122546,39570,21331,2880,8281,7201,2969,18239,2287,7077,5946,2929,2351,1234,279,469,267,219,1117,174,276,486,181,8935,3918,227,391,678,2622,5017,718,792,745,2762,425,204,14,127,49,14,221,7,79,135,0,2433,1655,413,447,464,331,778,185,184,162,247,14782,7339,1228,2711,2200,1200,7443,1278,2187,2486,1492,1219147,589172,95392,252482,131538,109760,629975,88240,249962,170411,121362,13721,7502,1705,2221,1918,1658,6219,1179,1837,1729,1474,248673,118516,34887,14517,2321,7455,2674,7920,59098,21496,4497,14461,7517,11127,24531,9384,1327,5409,4666,3745,130157,44476,11827,7881,7323,7583,9862,66002,11526,12461,10776,20163,11076,19679,2232,2303,1529,9704,3911,268155,7975,17412,9079,12927,13805,15320,1818,33382,48931,54376,8782,11920,6311,8309,17808,248673,70982,30790,46953,52307,47641,233707,65064,29184,44391,50381,44687,5898,1600,400,1421,1033,1444,400,122,26,32,131,89,5384,2876,792,623,346,747,14,14,0,0,0,0,578,328,84,50,60,56,2692,978,304,436,356,618,231122,64214,28875,44002,50043,43988,3132,1073,379,449,399,832
40,WI,55,04000US55,Wisconsin,4432794,2181521,284924,4602,34741,98512,109756,13253,22791,1269,370958,9652,22543,108743,86470,40327,78958,24265,352551,9606,21629,104208,74420,39505,69480,33703,796531,18558,47137,274024,166208,80503,134635,75466,376557,24926,31793,140810,68135,17994,49629,43270,2251273,274751,3405,24426,75805,125433,13338,30672,1672,358323,6730,15167,69881,86339,44501,100006,35699,344438,8303,14516,73592,75537,47170,82016,43304,802121,15194,34267,250990,179781,98184,145528,78177,471640,28001,39406,217275,81100,22298,53606,29954,3873119,1896597,16955,4858,11152,29777,18492,29782,39226,35602,627785,122636,272597,178329,332702,114315,37670,24719,1976522,16079,4750,8899,28500,15525,25288,35160,27383,611738,138526,284231,212153,381156,147250,23216,16668,3873119,33034,396,453,1124,1455,3257,2923,4643,15408,5937,52340,34017,55070,74386,62985,1101435,138088,261162,556828,390482,713858,261565,60886,41387,3472561,1702884,144593,567165,519075,472051,1769677,120303,557783,567331,524260,199555,94381,19083,33640,30879,10779,105174,19817,29961,40230,15166,30313,14672,2249,5768,5044,1611,15641,1825,5066,6235,2515,79465,38025,5530,6361,7362,18772,41440,7897,7536,7763,18244,774,282,45,104,68,65,492,52,136,173,131,50665,27356,11899,8930,4653,1874,23309,9517,6515,4896,2381,39786,18997,2445,5817,6481,4254,20789,2173,4741,8282,5593,3356814,1642542,122396,548742,506162,465242,1714272,104041,542244,552876,515111,176085,92784,35376,28930,19205,9273,83301,26637,23174,21519,11971,1077696,509406,153588,66548,7937,34306,9663,35134,262919,106850,16966,67550,23045,48508,92899,37694,5757,18107,15425,15916,568290,199095,54027,27607,34739,29823,52899,285635,58002,47623,53356,65855,60799,83560,10510,13018,4611,37477,17944,1180040,43097,85938,34584,49855,84234,70248,5920,128042,221631,190492,49514,51220,43980,51040,70245,1077696,333631,118908,212669,181288,231200,996311,300464,111399,196528,173283,214637,25945,6935,2375,6269,3779,6587,4126,1089,358,1029,570,1080,37016,19891,3841,6032,1999,5253,196,39,0,56,68,33,4255,1514,286,883,617,955,9847,3699,649,1872,972,2655,980353,295246,109903,193630,171380,210194,21244,7030,1826,3943,2551,5894
