SummaryLevel,State,StateFIPS,GEOID,AreaName,B15001_001,B15001_002,B15001_003,B15001_004,B15001_005,B15001_006,B15001_007,B15001_008,B15001_009,B15001_010,B15001_011,B15001_012,B15001_013,B15001_014,B15001_015,B15001_016,B15001_017,B15001_018,B15001_019,B15001_020,B15001_021,B15001_022,B15001_023,B15001_024,B15001_025,B15001_026,B15001_027,B15001_028,B15001_029,B15001_030,B15001_031,B15001_032,B15001_033,B15001_034,B15001_035,B15001_036,B15001_037,B15001_038,B15001_039,B15001_040,B15001_041,B15001_042,B15001_043,B15001_044,B15001_045,B15001_046,B15001_047,B15001_048,B15001_049,B15001_050,B15001_051,B15001_052,B15001_053,B15001_054,B15001_055,B15001_056,B15001_057,B15001_058,B15001_059,B15001_060,B15001_061,B15001_062,B15001_063,B15001_064,B15001_065,B15001_066,B15001_067,B15001_068,B15001_069,B15001_070,B15001_071,B15001_072,B15001_073,B15001_074,B15001_075,B15001_076,B15001_077,B15001_078,B15001_079,B15001_080,B15001_081,B15001_082,B15001_083,B15002_001,B15002_002,B15002_003,B15002_004,B15002_005,B15002_006,B15002_007,B15002_008,B15002_009,B15002_010,B15002_011,B15002_012,B15002_013,B15002_014,B15002_015,B15002_016,B15002_017,B15002_018,B15002_019,B15002_020,B15002_021,B15002_022,B15002_023,B15002_024,B15002_025,B15002_026,B15002_027,B15002_028,B15002_029,B15002_030,B15002_031,B15002_032,B15002_033,B15002_034,B15002_035,B15003_001,B15003_002,B15003_003,B15003_004,B15003_005,B15003_006,B15003_007,B15003_008,B15003_009,B15003_010,B15003_011,B15003_012,B15003_013,B15003_014,B15003_015,B15003_016,B15003_017,B15003_018,B15003_019,B15003_020,B15003_021,B15003_022,B15003_023,B15003_024,B15003_025,C15002A_001,C15002A_002,C15002A_003,C15002A_004,C15002A_005,C15002A_006,C15002A_007,C15002A_008,C15002A_009,C15002A_010,C15002A_011,C15002B_001,C15002B_002,C15002B_003,C15002B_004,C15002B_005,C15002B_006,C15002B_007,C15002B_008,C15002B_009,C15002B_010,C15002B_011,C15002C_001,C15002C_002,C15002C_003,C15002C_004,C15002C_005,C15002C_006,C15002C_007,C15002C_008,C15002C_009,C15002C_010,C15002C_011,C15002D_001,C15002D_002,C15002D_003,C15002D_004,C15002D_005,C15002D_006,C15002D_007,C15002D_008,C15002D_009,C15002D_010,C15002D_011,C15002E_001,C15002E_002,C15002E_003,C15002E_004,C15002E_005,C15002E_006,C15002E_007,C15002E_008,C15002E_009,C15002E_010,C15002E_011,C15002F_001,C15002F_002,C15002F_003,C15002F_004,C15002F_005,C15002F_006,C15002F_007,C15002F_008,C15002F_009,C15002F_010,C15002F_011,C15002G_001,C15002G_002,C15002G_003,C15002G_004,C15002G_005,C15002G_006,C15002G_007,C15002G_008,C15002G_009,C15002G_010,C15002G_011,C15002H_001,C15002H_002,C15002H_003,C15002H_004,C15002H_005,C15002H_006,C15002H_007,C15002H_008,C15002H_009,C15002H_010,C15002H_011,C15002I_001,C15002I_002,C15002I_003,C15002I_004,C15002I_005,C15002I_006,C15002I_007,C15002I_008,C15002I_009,C15002I_010,C15002I_011,B15011_001,B15011_002,B15011_003,B15011_004,B15011_005,B15011_006,B15011_007,B15011_008,B15011_009,B15011_010,B15011_011,B15011_012,B15011_013,B15011_014,B15011_015,B15011_016,B15011_017,B15011_018,B15011_019,B15011_020,B15011_021,B15011_022,B15011_023,B15011_024,B15011_025,B15011_026,B15011_027,B15011_028,B15011_029,B15011_030,B15011_031,B15011_032,B15011_033,B15011_034,B15011_035,B15011_036,B15011_037,B15011_038,B15011_039,B15012_001,B15012_002,B15012_003,B15012_004,B15012_005,B15012_006,B15012_007,B15012_008,B15012_009,B15012_010,B15012_011,B15012_012,B15012_013,B15012_014,B15012_015,B15012_016,C15010_001,C15010_002,C15010_003,C15010_004,C15010_005,C15010_006,C15010A_001,C15010A_002,C15010A_003,C15010A_004,C15010A_005,C15010A_006,C15010B_001,C15010B_002,C15010B_003,C15010B_004,C15010B_005,C15010B_006,C15010C_001,C15010C_002,C15010C_003,C15010C_004,C15010C_005,C15010C_006,C15010D_001,C15010D_002,C15010D_003,C15010D_004,C15010D_005,C15010D_006,C15010E_001,C15010E_002,C15010E_003,C15010E_004,C15010E_005,C15010E_006,C15010F_001,C15010F_002,C15010F_003,C15010F_004,C15010F_005,C15010F_006,C15010G_001,C15010G_002,C15010G_003,C15010G_004,C15010G_005,C15010G_006,C15010H_001,C15010H_002,C15010H_003,C15010H_004,C15010H_005,C15010H_006,C15010I_001,C15010I_002,C15010I_003,C15010I_004,C15010I_005,C15010I_006
40,MD,24,04000US24,Maryland,4582258,2185431,287608,5985,34010,92524,113101,12091,28236,1661,402379,18312,28888,102535,85894,22728,95470,48552,374728,18220,22375,92949,72770,21113,79429,67872,781573,25803,51047,216359,150422,43802,151713,142427,339143,23502,31402,87999,54535,12332,57097,72276,2396827,276191,3766,23657,71795,121786,13308,38599,3280,410933,12421,19921,76219,87757,31539,109893,73183,399527,13317,16948,76939,76243,32039,95845,88196,858168,22508,42910,218947,177585,70396,177208,148614,452008,33202,46652,154653,80001,22305,59784,55411,4018459,1897823,20092,12731,24099,28915,28668,37020,36616,31408,499842,107594,256027,99975,383709,206440,65491,59196,2120636,21519,10529,20482,28918,25144,35275,36062,29950,526758,134169,287417,156279,442730,272501,51153,41750,4018459,41611,565,851,1927,4619,8266,7032,9684,34897,16792,41041,53812,72295,72678,61358,905176,121424,241763,543444,256254,826439,478941,116644,100946,2430747,1173953,108547,294840,274181,496385,1256794,101281,314025,324266,517222,1134943,504188,63605,167541,150087,122955,630755,63845,172429,209203,185278,10846,5095,1165,1443,1469,1018,5751,1115,1451,1772,1413,249477,114610,9479,12409,18077,74645,134867,14763,19098,20639,80367,1741,828,109,118,253,348,913,50,140,501,222,121249,66379,32710,16915,9518,7236,54870,23656,13752,8870,8592,69456,32770,3934,6576,10011,12249,36686,3169,5863,12614,15040,2274134,1093714,82603,277068,258082,475961,1180420,79852,297307,308306,494955,301407,157741,62430,37140,28495,29676,143666,47475,32572,28590,35029,1522970,714836,214617,109720,9246,41513,7238,46900,370846,185166,17900,82425,16018,69337,129373,65934,5743,24733,10778,22185,808134,275198,104579,29816,43184,27803,69816,417741,130490,51798,78631,59584,97238,115195,26640,13348,8809,36203,30195,1641109,101901,110487,64201,81461,174174,128602,12976,138808,289570,164889,84664,88658,57290,59301,84127,1522970,622529,127851,279295,157624,335671,1013607,412134,76564,172375,111746,240788,308233,106613,29326,74727,34051,63516,2431,967,185,463,328,488,155012,85090,17811,23373,7417,21321,570,172,37,111,91,159,15828,5979,1426,3495,1833,3095,27289,11574,2502,4751,2158,6304,970916,393415,73253,164242,108365,231641,64705,27445,5324,12761,5672,13503
40,MA,25,04000US25,Massachusetts,5307957,2535663,347788,4580,39756,107248,137224,10199,44868,3913,451392,13037,24884,106035,78401,26519,134366,68150,414404,14440,21858,104460,64896,26511,103100,79139,902821,38995,47537,255004,145860,62644,197212,155569,419258,36964,33714,113867,59258,24687,67838,82930,2772294,349659,3707,26250,85286,160069,11656,57181,5510,459345,9282,17897,72026,77925,33487,149120,99608,434007,12612,18182,81516,70975,43009,111855,95858,963123,39279,41051,229589,165173,103676,215034,169321,566160,55446,45927,206878,83306,36600,70625,67378,4610510,2187875,29097,18269,21624,34446,25295,34600,32864,35234,579366,104700,243715,140361,502516,246886,71304,67598,2422635,34008,20786,23714,38111,25902,32688,31927,32540,590009,121974,275405,216772,546634,325305,58992,47868,4610510,63105,599,970,2724,6392,10112,18258,16147,29191,19880,52677,51197,67288,64791,67774,1035769,133606,226674,519120,357133,1049150,572191,130296,115466,3801495,1804970,152322,480511,409756,762381,1996525,150399,491209,516019,838898,290350,135247,22438,42132,40369,30308,155103,27580,41374,48411,37738,8127,3920,932,1399,1011,578,4207,789,1122,1335,961,264167,124068,17121,18078,14352,74517,140099,24590,21563,16574,77372,956,446,39,42,270,95,510,88,92,154,176,159519,76188,28145,25359,13755,8929,83331,27290,24950,20712,10379,85896,43036,10432,11845,9263,11496,42860,8940,9699,10946,13275,3609768,1713551,126153,452043,392603,742752,1896217,123837,466007,491818,814555,382077,183792,62198,57593,33882,30119,198285,59672,52734,49285,36594,1867103,888304,291307,141387,12248,62096,5185,70391,446229,212664,19595,101839,17784,94347,150768,69802,7781,28766,12944,31475,978799,350209,131068,36002,58149,27441,97549,490587,151355,60626,81260,73749,123597,138003,32332,16311,7855,40618,40887,2017845,95165,124883,77929,118259,206822,169260,11594,164561,352472,187300,134284,117130,93277,66726,98183,1867103,738608,152563,339965,177721,458246,1601279,604722,128297,293435,163946,410879,68046,24263,7668,14175,5617,16323,1539,662,133,149,182,413,151889,90037,13266,23464,4944,20178,271,158,6,49,9,49,19308,7385,1687,4407,1543,4286,24771,11381,1506,4286,1480,6118,1557307,585823,125089,285221,160757,400417,66713,27433,4984,13218,5129,15949
40,MI,26,04000US26,Michigan,7650918,3710471,508207,7960,74101,155412,210147,21292,36581,2714,596386,14970,47609,169101,152386,49243,116733,46344,598469,15742,42912,172314,144808,49531,107846,65316,1356589,34858,94855,428742,327436,113887,212813,143998,650820,41463,64812,204224,134464,35098,86470,84289,3940447,490046,5559,49603,124912,230515,27120,48944,3393,594316,12163,36055,113678,163842,67018,139315,62245,608449,14046,31668,129514,150589,73168,128207,81257,1415591,29597,76651,426081,347888,163195,223801,148378,832045,50406,85650,344728,162323,44058,79751,65129,6652665,3202264,36038,8682,17929,44384,41423,72137,80479,56149,974381,239959,519135,247759,523862,227177,67364,45406,3450401,36120,9263,17843,42986,37873,66707,76190,49254,1014001,269657,554985,347439,571074,285778,42958,28273,6652665,72158,744,1119,1402,3008,6228,5444,9644,26128,16142,71228,79296,138844,156669,105403,1722171,266211,509616,1074120,595198,1094936,512955,110322,73679,5445351,2644555,258902,802318,843824,739511,2800796,239860,853544,939234,768158,846055,383733,69559,136661,124095,53418,462322,64843,125635,183893,87951,34272,16761,2632,5979,6038,2112,17511,2462,5653,6868,2528,170074,80168,7252,7214,10949,54753,89906,12179,11048,14629,52050,1295,692,132,110,212,238,603,66,104,276,157,59705,31203,11864,9068,6421,3850,28502,10370,7124,7036,3972,95913,45152,6880,13031,15314,9927,50761,6456,10893,20145,13267,5290176,2566737,235730,780484,824281,726242,2723439,219744,834124,916562,753009,230460,116570,37258,32925,28684,17703,113890,32237,28667,32875,20111,1791892,863809,245652,106361,15807,56752,13664,53068,447398,193499,29851,114821,30576,78651,170759,70311,10756,36564,26052,27076,928083,303491,86315,38943,57564,45048,75621,479712,108965,73502,103206,95052,98987,144880,22002,19365,10254,62442,30817,1939211,73700,104437,65656,84996,117532,184903,11440,202884,393555,288403,74184,85755,61108,69645,121013,1791892,587453,188224,379161,272834,364220,1507669,472507,156435,324253,245658,308816,141369,40765,13853,33937,18682,34132,4640,1412,415,899,819,1095,106803,60703,14428,14478,4693,12501,395,79,27,47,59,183,7822,2888,752,1417,833,1932,23194,9099,2314,4130,2090,5561,1479251,462304,153911,318655,242561,301820,37814,13550,3427,7297,4017,9523
40,MN,27,04000US27,Minnesota,4138469,2037354,257111,3048,33732,75779,104764,14941,23944,903,375140,8047,20362,88860,82475,46287,99198,29911,339196,8499,16805,76659,74381,39650,82737,40465,731359,15189,30370,210007,163711,77004,151571,83507,334548,22727,21773,109427,64222,15644,55873,44882,2101115,248366,2548,24683,56790,111201,17043,34818,1283,365543,7703,13712,54389,76755,52510,115971,44503,331545,9155,10579,51097,71018,46710,92307,50679,736680,16442,21369,184515,178772,89592,162045,83945,418981,25618,26423,171732,84712,22845,58613,29038,3632992,1780243,16793,4670,8916,24083,15317,22197,26083,25713,484953,112146,272643,178585,389379,126165,44700,27900,1852749,22034,5678,8140,23066,11648,17768,22623,20044,461733,132559,278698,211657,428936,157945,30797,19423,3632992,38827,380,398,850,1887,3416,3417,3758,13298,6244,40905,26965,39965,48706,45757,833028,113658,244705,551341,390242,818315,284110,75497,47323,3210753,1570995,102486,432836,505222,530451,1639758,83503,416691,559551,580013,160453,81272,13456,23289,27449,17078,79181,17729,18987,28581,13884,31706,15382,2943,5975,4998,1466,16324,2786,4750,6695,2093,139391,65796,11428,10670,14123,29575,73595,17169,11641,14328,30457,1108,420,35,121,95,169,688,78,188,171,251,42218,23493,10351,6443,3723,2976,18725,7723,4912,3691,2399,47363,22885,3073,5619,7764,6429,24478,2013,4564,9897,8004,3129841,1529030,88180,420781,496576,523493,1600811,72084,406534,549906,572287,130471,68944,25668,19528,13307,10441,61527,20017,15856,14802,10852,1225245,588144,188816,81861,9712,44684,9434,43125,298573,125782,16597,74724,23693,57777,100755,41873,5428,19046,17378,17030,637101,230843,69922,27987,42198,29079,61657,318607,74939,44214,58548,61624,79282,87651,12601,13268,4610,37569,19603,1356322,59324,88243,39252,67446,111754,82444,8257,127262,256118,189834,65250,64018,54288,62326,80506,1225245,406978,117206,243810,178777,278474,1110464,352670,105586,223520,172121,256567,30962,11501,3700,6502,2149,7110,3559,1205,386,635,426,907,60032,33679,6028,9604,2387,8334,420,204,85,46,8,77,5375,1881,328,1141,559,1466,14433,5838,1093,2362,1127,4013,1095780,346962,104346,220880,170674,252918,21293,8125,1646,3970,2092,5460
40,MS,28,04000US28,Mississippi,2251908,1075872,158330,3992,28702,50069,58798,8941,7379,449,191560,8322,25749,59379,47463,15823,25513,9311,181857,7514,22211,60690,42095,14593,22497,12257,366193,23514,46056,121971,81098,26193,42288,25073,177932,24610,21853,51187,33647,6912,21281,18442,1176036,153213,1811,18105,39894,70669,12183,9503,1048,196860,5072,17140,44798,51811,26025,35506,16508,190727,5359,15608,45100,48537,25167,31830,19126,398335,16924,39568,121580,93413,40899,53073,32878,236901,27243,35833,82881,44414,11113,19242,16175,1940365,917542,14485,7073,13038,29364,23443,34197,37722,20507,293227,51289,153014,63521,111579,39793,14548,10742,1022823,13509,5180,8915,26994,21029,32536,36953,17631,294359,60313,177862,103204,139651,67184,10492,7011,1940365,27994,319,410,765,1903,4239,4617,6661,15292,17184,39174,44472,66733,74675,38138,469777,117809,111602,330876,166725,251230,106977,25040,17753,1221246,591180,91480,177767,180955,140978,630066,77649,186588,212600,153229,664033,298015,79918,108203,80095,29799,366018,78529,101046,121436,65007,7524,3721,1078,1155,1125,363,3803,1246,958,1278,321,18674,8162,1426,1772,1683,3281,10512,2151,2600,2201,3560,284,73,23,24,26,0,211,9,115,42,45,15598,10123,4855,2925,1629,714,5475,2284,1403,1183,605,13006,6268,1049,1381,2311,1527,6738,879,1649,2639,1571,1193240,574941,84852,172994,178118,138977,618299,73963,183962,209091,151283,47024,28137,12248,8262,4755,2872,18887,6197,4380,5415,2895,401000,176662,51342,18266,3940,13049,4526,11561,85597,28497,7000,25456,9265,15379,39723,13685,2846,9986,7429,5777,224338,76844,17423,12956,13833,16063,16569,112077,18066,17264,22233,34195,20319,35417,4082,3869,2839,18154,6473,423004,13131,28322,12384,15064,17457,18901,1923,51465,89592,92008,12573,20004,10036,10585,29559,401000,100019,47875,87396,89632,76078,294207,72527,36117,65981,64447,55135,94806,22682,10031,19066,23891,19136,684,247,49,108,134,146,6841,3014,1257,1130,459,981,45,25,0,9,11,0,1319,467,79,405,231,137,3098,1057,342,697,459,543,290260,70911,35592,65319,63918,54520,5767,2208,648,1238,727,946
40,MO,29,04000US29,Missouri,4644769,2246844,300366,5813,40296,100056,117488,13375,21822,1516,398292,10567,31898,115756,96987,31611,78353,33120,364803,10313,28762,109193,81921,29296,68089,37229,788750,22129,65481,270365,175427,52725,124594,78029,394633,31653,35903,136313,76795,14542,53266,46161,2397925,292103,3605,30626,76430,130272,17863,30622,2685,398869,7986,23805,81455,99620,40934,98164,46905,368040,8706,22409,82979,87884,37273,79002,49787,828945,19681,55637,257502,197707,72680,138104,87634,509968,40039,54848,213357,100676,20576,45882,34590,4052300,1946478,16531,5002,10640,42489,30744,47058,52364,31878,631627,135953,295177,128174,324302,126533,40373,27633,2105822,16343,5293,8893,45883,28057,48929,51752,27961,635293,160222,325665,171463,361152,173660,27016,18240,4052300,32874,348,423,732,1566,3792,3434,5000,14533,11376,76996,58801,95987,104116,59839,1079150,187770,296175,620842,299637,685454,300193,67389,45873,3449756,1667596,185284,543999,475731,462582,1782160,181679,551545,545420,503516,421613,190340,33830,67202,62298,27010,231273,33976,64632,87882,44783,17045,8891,1585,2876,3203,1227,8154,1205,2440,2901,1608,68858,30937,3713,3779,4333,19112,37921,6228,5963,5993,19737,3454,1993,179,666,775,373,1461,263,413,684,101,34884,18872,7500,5211,3631,2530,16012,6113,4178,3609,2112,56690,27849,4615,7894,9333,6007,28841,3647,6122,10861,8211,3376438,1629950,174041,534366,466495,455048,1746488,172074,543838,535095,495481,115653,59978,19916,15726,13931,10405,55675,16470,12886,15244,11075,1098909,518841,163254,63068,9123,41024,10032,40007,256160,99058,16566,69099,20453,50984,99427,40533,5183,22807,14437,16467,580068,210402,53164,27290,40466,34714,54768,289194,56713,42294,59896,70682,59609,80472,10988,9947,6221,36849,16467,1187167,49268,80157,34082,55801,67844,64097,6491,119698,248440,194873,42759,58365,43074,50234,71984,1098909,323524,110403,239513,187167,238302,966098,274901,97549,209426,172293,211929,71793,19448,6346,19095,10703,16201,2835,892,351,699,361,532,38849,21448,4078,6067,1816,5440,474,232,33,114,44,51,4642,1748,447,1062,389,996,14218,4855,1599,3050,1561,3153,950529,269676,96215,206036,170236,208366,21480,7027,1921,4960,2572,5000
40,MT,30,04000US30,Montana,790309,394983,52394,970,7511,18645,20737,2063,2316,152,65467,1059,4342,19428,17476,5511,14215,3436,58310,788,2437,17631,14373,5719,11981,5381,141178,2074,6889,46671,35101,11611,25364,13468,77634,3995,4810,24216,16450,3230,14075,10858,395326,47467,590,5786,13936,20919,2057,3998,181,61769,626,3019,14167,15633,5797,16629,5898,56310,586,1983,12220,13176,6223,15152,6970,143133,1832,5733,40859,38208,15015,28300,13186,86647,3551,6177,32834,20762,4788,12383,6152,690448,342589,1590,414,730,5182,3327,4854,5846,4451,107946,22386,61014,26071,65635,20745,7019,5379,347859,1196,476,361,4562,2736,4614,6142,3420,100080,24939,62840,31823,72464,24191,4848,3167,690448,2786,30,84,149,122,250,255,284,807,1015,8729,6063,9468,11988,7871,175079,32947,47325,123854,57894,138099,44936,11867,8546,633972,315014,22448,98034,99964,94568,318958,19416,91330,109106,99106,2689,1959,177,570,667,545,730,108,160,210,252,34907,17057,2832,6722,5888,1615,17850,2901,5293,7114,2542,4470,1756,119,330,421,886,2714,252,742,501,1219,534,251,38,55,133,25,283,11,167,44,61,3142,1707,357,581,553,216,1435,262,498,503,172,10734,4845,423,1654,1845,923,5889,557,1890,2124,1318,622898,309450,21542,96066,98120,93722,313448,18775,89470,107220,97983,16179,8182,1427,2829,2693,1233,7997,1059,2757,2666,1515,203448,98778,26476,12465,1718,4946,1984,5363,47369,21343,3525,9214,5269,8018,24933,11109,1511,3916,4757,3640,104670,33951,10355,4744,4643,5998,8211,52184,13068,7910,7568,12486,11152,18535,2946,2633,1216,7872,3868,221657,6317,25726,8926,8563,16070,11504,1156,23899,32857,40298,8727,11183,8206,5786,12439,203448,71286,22041,31503,38366,40252,193674,67872,21201,29600,36845,38156,797,245,59,225,59,209,4157,1240,392,880,860,785,2105,1025,117,426,224,313,86,5,53,2,3,23,388,168,26,49,30,115,2241,731,193,321,345,651,191705,67174,20929,29373,36464,37765,2748,937,317,360,464,670
40,NE,31,04000US31,Nebraska,1404408,690943,96674,1676,11195,27449,42115,5856,8040,343,128507,4807,8431,29293,31184,15613,29972,9207,113880,5694,6558,26749,26895,12789,23766,11429,235815,8762,11105,69910,54417,24678,43055,23888,116067,7035,7878,42272,24654,5115,16391,12722,713465,92334,981,8333,20279,44982,6055,11134,570,123451,4132,6080,19944,30087,14824,34593,13791,110468,4825,5356,18843,25633,13504,27724,14583,239217,6711,8495,64647,61887,27338,46211,23928,147995,7898,9707,62791,36121,6902,16446,8130,1215400,594269,6835,3443,7192,8828,7286,8281,10217,8188,168224,43659,93491,58195,113184,35453,12896,8897,621131,6239,3051,5449,8827,6052,8015,9077,6494,166225,51109,102619,62568,124974,46776,7898,5758,1215400,13074,151,147,377,1187,2796,1836,2178,10463,2996,14659,13338,16296,19294,14682,292881,41568,94768,196110,120763,238158,82229,20794,14655,1101429,538145,46689,154249,179794,157413,563284,40825,152443,197941,172075,48439,24259,3534,7030,8665,5030,24180,3579,6216,9374,5011,8452,3800,964,1287,1227,322,4652,884,1271,1992,505,23534,10978,2375,1556,1677,5370,12556,3076,2319,2055,5106,791,393,70,105,165,53,398,57,127,154,60,18788,10378,5440,2530,1635,773,8410,3803,2204,1669,734,13967,6316,1198,1467,2182,1469,7651,980,1645,3111,1915,1036931,504264,30247,145990,174115,153912,532667,27310,145261,191608,168488,87564,46214,22641,11353,7888,4332,41350,18155,9928,8739,4528,355836,170430,56966,21681,3309,14852,4530,12594,84351,31149,4941,23697,9778,14786,29113,10215,1802,6975,6234,3887,185406,70039,17442,9472,13958,12907,16260,90791,15707,14588,17975,24846,17675,24576,2700,3377,1687,12222,4590,387790,13601,31208,10621,16845,20235,15805,2688,41030,82095,73745,12002,14868,10877,14612,27558,355836,98894,37489,79144,70517,69792,329488,88404,34852,73025,68172,65035,10041,2614,758,3164,1157,2348,827,241,100,232,89,165,10476,5926,1297,1581,482,1190,113,0,42,17,31,23,1507,527,87,383,164,346,3384,1182,353,742,422,685,322400,86369,34112,71611,66943,63365,8860,2664,874,1851,1439,2032
40,NV,32,04000US32,Nevada,2137056,1069529,129614,2850,26550,47511,42834,5099,4358,412,204705,8982,22542,63465,54871,15255,30774,8816,194357,13873,19476,56536,48890,13768,28330,13484,361025,22968,28755,102522,94941,27937,53253,30649,179828,11332,13118,45999,44729,12175,30173,22302,1067527,123205,1931,18605,39763,48277,6089,7785,755,195834,6730,20360,48797,55073,17080,35248,12546,187770,12820,16194,47627,47742,17128,30328,15931,359840,24237,24618,101315,93374,31533,54555,30208,200878,15887,19005,65854,50267,12964,22849,14052,1884237,939915,14042,6985,22291,13837,16412,17324,24344,25811,268522,65712,177719,69135,142530,47350,17680,10221,944322,14845,8260,22652,13917,16793,16902,23639,22843,263593,74259,172197,78705,142980,54893,11792,6052,1884237,28887,262,346,1129,2693,6241,4574,7364,37579,8691,19063,33205,34226,47983,48654,457309,74806,139971,349916,147840,285510,102243,29472,16273,1360601,689895,88862,195417,233993,171623,670706,85787,190435,238101,156383,147806,72909,10049,24260,28098,10502,74897,9411,21735,30021,13730,20422,9622,1711,3456,3459,996,10800,1925,3462,4266,1147,158630,67893,6654,13984,22396,24859,90737,11657,19648,26666,32766,11365,5706,936,2011,1923,836,5659,511,2356,2005,787,135237,69562,29793,22926,13173,3670,65675,27588,19586,13660,4841,50176,24328,3041,6468,9524,5295,25848,2972,6371,10442,6063,1102283,559728,40553,155910,203467,159798,542555,39250,154401,205870,143034,412853,209427,80655,65520,46955,16297,203426,76599,58154,49164,19509,433498,217781,60069,22979,3424,15165,2827,15674,105237,40473,6663,29413,7922,20766,52475,23098,2508,13748,5454,7667,215717,69925,18660,8641,14590,8974,19060,108891,23382,16636,24625,20092,24156,36901,6757,5384,4938,12392,7430,462902,16866,25187,17745,20354,33876,30991,2605,46650,105412,60179,17112,19900,17774,18088,30163,433498,135349,43256,102479,57661,94753,328006,102500,27716,74741,47732,75317,24232,6832,2324,5578,3193,6305,2143,795,116,425,298,509,57625,18899,11012,15829,4128,7757,1623,373,164,494,176,416,8511,2344,735,2307,1099,2026,11358,3606,1189,3105,1035,2423,302832,95146,25765,67941,44260,69720,35806,10425,2866,9708,4879,7928
40,NH,33,04000US33,New Hampshire,1052521,514976,64667,982,7211,22199,25063,2507,6357,348,76796,1008,5257,22876,16625,6469,19243,5318,80748,1206,4516,23224,14936,7184,19473,10209,201868,4249,10472,62933,37344,18239,42066,26565,90897,5436,6828,25863,15020,5668,16348,15734,537545,62709,802,4795,15963,29955,2691,7712,791,74633,853,2977,15861,15263,7144,22194,10341,82326,929,2002,17279,16182,10646,21417,13871,206810,3297,7449,55555,41328,25700,45691,27790,111067,6018,8562,42852,19518,7631,15616,10870,925145,450309,2794,678,1639,6788,5417,7934,7588,6134,134896,26082,57843,37560,97130,40200,9278,8348,474836,2656,677,1459,6305,4197,6140,5789,4864,131547,30381,61910,51121,104918,50634,6831,5407,925145,5450,31,79,91,123,512,519,870,2228,2118,10975,9614,14074,13377,10998,228481,37962,56463,119753,88681,202048,90834,16109,13755,878976,426845,36143,129058,116687,144957,452131,28673,126796,137836,158826,9997,5856,607,1817,1604,1828,4141,557,1053,1547,984,1543,756,87,385,161,123,787,133,241,276,137,20133,9282,1014,1045,1193,6030,10851,1826,1803,1545,5677,163,92,10,0,5,77,71,9,5,24,33,3998,2194,341,858,555,440,1804,361,496,424,523,10335,5284,770,1733,1280,1501,5051,528,1153,1760,1610,862960,419028,34250,126636,114923,143219,443932,27465,124548,135312,156607,21718,10757,2524,3461,2513,2259,10961,1827,2739,3412,2983,322746,154956,37658,16854,1794,8286,1436,9288,85216,40796,3909,19960,4950,15601,32082,15280,1140,6637,2819,6206,167790,49447,16004,5753,8255,6223,13212,91857,23777,12349,16969,17552,21210,26486,5692,3389,1887,8113,7405,345341,16420,20968,11803,19228,26918,29832,2756,30531,64207,43143,19938,17604,14105,9849,18039,322746,118403,28334,61994,41093,72922,303783,108205,26792,58826,40230,69730,2812,963,316,635,121,777,260,132,11,13,75,29,11707,7174,1033,1844,365,1291,110,70,0,24,16,0,963,479,19,170,90,205,3111,1380,163,482,196,890,299826,106596,26417,58022,39911,68880,5242,2096,421,1103,426,1196
